ID,Cognateset_ID,Form_ID,Subset,Proto_Language,Comment,Inferred,Doublet_Comment,Disjunct_Comment,Doublets,Disjuncts
12831-PWMP,33987,protoform-12831-PWMP,,PWMP,,true,,,,
12831-PCEMP,33987,protoform-12831-PCEMP,,PCEMP,,true,,,,
12831-PCMP,33987,protoform-12831-PCMP,,PCMP,,true,,,,
4865,27979,protoform-4865,1,PMP,,false,,*ragecik,,11184
4865-PWMP,27979,protoform-4865-PWMP,,PWMP,,true,,,,
4865-PCEMP,27979,protoform-4865-PCEMP,,PCEMP,,true,,,,
4865-PCMP,27979,protoform-4865-PCMP,,PCMP,,true,,,,
4866,27980,protoform-4866,1,PWMP,,false,,*legaw,,
4894,28008,protoform-4894,1,PMP,,false,,,,
4894-PWMP,28008,protoform-4894-PWMP,,PWMP,,true,,,,
4894-PCEMP,28008,protoform-4894-PCEMP,,PCEMP,,true,,,,
4894-PCMP,28008,protoform-4894-PCMP,,PCMP,,true,,,,
12708,33885,protoform-12708,1,PPh,,false,,,,
4895,28009,protoform-4895,1,PMP,,false,,*de(ŋ)guk,,2244
4895-PWMP,28009,protoform-4895-PWMP,,PWMP,,true,,,,
4895-PCEMP,28009,protoform-4895-PCEMP,,PCEMP,,true,,,,
4895-PCMP,28009,protoform-4895-PCMP,,PCMP,,true,,,,
9082,31108,protoform-9082,1,PWMP,,false,,,,
4896,28010,protoform-4896,1,PMP,,false,,,,
11920,28010,protoform-11920,1,POC,,false,,,,
4896-PWMP,28010,protoform-4896-PWMP,,PWMP,,true,,,,
4896-PCEMP,28010,protoform-4896-PCEMP,,PCEMP,,true,,,,
4896-PEMP,28010,protoform-4896-PEMP,,PEMP,,true,,,,
4868,27982,protoform-4868,1,PAN,,false,,,,
4868-PMP,27982,protoform-4868-PMP,,PMP,,true,,,,
4868-PWMP,27982,protoform-4868-PWMP,,PWMP,,true,,,,
4868-PCEMP,27982,protoform-4868-PCEMP,,PCEMP,,true,,,,
4868-PCMP,27982,protoform-4868-PCMP,,PCMP,,true,,,,
12823,33981,protoform-12823,1,PWMP,,false,,,,
4899,28013,protoform-4899,1,PWMP,,false,,,,
4869,27983,protoform-4869,1,PMP,,false,,,,
4869-PWMP,27983,protoform-4869-PWMP,,PWMP,,true,,,,
4869-PCEMP,27983,protoform-4869-PCEMP,,PCEMP,,true,,,,
4869-PCMP,27983,protoform-4869-PCMP,,PCMP,,true,,,,
4870,27984,protoform-4870,1,PWMP,,false,,,,
4871,27985,protoform-4871,1,PMP,,false,,,,
4871-PWMP,27985,protoform-4871-PWMP,,PWMP,,true,,,,
4871-PCEMP,27985,protoform-4871-PCEMP,,PCEMP,,true,,,,
4871-PCMP,27985,protoform-4871-PCMP,,PCMP,,true,,,,
4873,27987,protoform-4873,1,PMP,,false,*Remuk,*Remek,,4872
4873-PWMP,27987,protoform-4873-PWMP,,PWMP,,true,,,,
4873-PCEMP,27987,protoform-4873-PCEMP,,PCEMP,,true,,,,
4873-PCMP,27987,protoform-4873-PCMP,,PCMP,,true,,,,
4874,27988,protoform-4874,1,PMP,,false,,,,
4874-PWMP,27988,protoform-4874-PWMP,,PWMP,,true,,,,
4874-PCEMP,27988,protoform-4874-PCEMP,,PCEMP,,true,,,,
4874-PCMP,27988,protoform-4874-PCMP,,PCMP,,true,,,,
12832,33988,protoform-12832,1,PMP,,false,*remek,,4873,
12832-PWMP,33988,protoform-12832-PWMP,,PWMP,,true,,,,
12832-PCEMP,33988,protoform-12832-PCEMP,,PCEMP,,true,,,,
12832-PCMP,33988,protoform-12832-PCMP,,PCMP,,true,,,,
4875,27989,protoform-4875,1,PWMP,,false,,,,
12327,33588,protoform-12327,1,PPh,,false,,,,
4885,27999,protoform-4885,1,PWMP,,false,,,,
4886,28000,protoform-4886,1,PAN,,false,,,,
11921,28000,protoform-11921,1,PMP,,false,,,,
11921-PWMP,28000,protoform-11921-PWMP,,PWMP,,true,,,,
11921-PCEMP,28000,protoform-11921-PCEMP,,PCEMP,,true,,,,
11921-PCMP,28000,protoform-11921-PCMP,,PCMP,,true,,,,
4887,28001,protoform-4887,1,PAN,,false,"*reŋeC,  'angry', *ReŋeC  'annoyed'",,4886 9447,
11922,28001,protoform-11922,1,PMP,,false,,,,
11922-PCEMP,28001,protoform-11922-PCEMP,,PCEMP,,true,,,,
11922-PCMP,28001,protoform-11922-PCMP,,PCMP,,true,,,,
10936,32571,protoform-10936,1,PWMP,,false,,,,
4888,28002,protoform-4888,1,PWMP,,false,,,,
4893,28007,protoform-4893,1,PMP,,false,,,,
4893-PWMP,28007,protoform-4893-PWMP,,PWMP,,true,,,,
4893-PCEMP,28007,protoform-4893-PCEMP,,PCEMP,,true,,,,
4893-PCMP,28007,protoform-4893-PCMP,,PCMP,,true,,,,
4878,27992,protoform-4878,1,PWMP,,false,,,,
12671,33857,protoform-12671,1,PMP,,false,,*repek,,4880
12672,33857,protoform-12672,1,POC,,false,,,,
12671-PWMP,33857,protoform-12671-PWMP,,PWMP,,true,,,,
12671-PCEMP,33857,protoform-12671-PCEMP,,PCEMP,,true,,,,
12671-PEMP,33857,protoform-12671-PEMP,,PEMP,,true,,,,
4880,27994,protoform-4880,1,PMP,,false,,*re(m)pak,,12671
4880-PWMP,27994,protoform-4880-PWMP,,PWMP,,true,,,,
4880-PCEMP,27994,protoform-4880-PCEMP,,PCEMP,,true,,,,
4880-PCMP,27994,protoform-4880-PCMP,,PCMP,,true,,,,
11779,33259,protoform-11779,1,PWMP,,false,,,,
12824,33982,protoform-12824,1,PMP,,false,,,,
12824-PWMP,33982,protoform-12824-PWMP,,PWMP,,true,,,,
12824-PCEMP,33982,protoform-12824-PCEMP,,PCEMP,,true,,,,
12824-PCMP,33982,protoform-12824-PCMP,,PCMP,,true,,,,
4882,27996,protoform-4882,1,PMP,,false,*repuk,,12824,
4882-PWMP,27996,protoform-4882-PWMP,,PWMP,,true,,,,
4882-PCEMP,27996,protoform-4882-PCEMP,,PCEMP,,true,,,,
4882-PCMP,27996,protoform-4882-PCMP,,PCMP,,true,,,,
6912,30156,protoform-6912,1,POC,,false,,,,
6913,30157,protoform-6913,1,POC,,false,,,,
4891,28005,protoform-4891,1,PWMP,,false,,"*retas 'to split, of a seam'",,
4883,27997,protoform-4883,1,PWMP,,false,,*Retiq,,9449
4884,27998,protoform-4884,1,PMP,,false,,,,
11923,27998,protoform-11923,1,POC,,false,,,,
4884-PWMP,27998,protoform-4884-PWMP,,PWMP,,true,,,,
4884-PCEMP,27998,protoform-4884-PCEMP,,PCEMP,,true,,,,
4884-PEMP,27998,protoform-4884-PEMP,,PEMP,,true,,,,
4892,28006,protoform-4892,1,PMP,,false,,,,
4892-PWMP,28006,protoform-4892-PWMP,,PWMP,,true,,,,
4892-PCEMP,28006,protoform-4892-PCEMP,,PCEMP,,true,,,,
4892-PCMP,28006,protoform-4892-PCMP,,PCMP,,true,,,,
12139,33434,protoform-12139,1,PPh,,false,,,,
4903,28017,protoform-4903,1,PMP,,false,,,,
4903-PWMP,28017,protoform-4903-PWMP,,PWMP,,true,,,,
4903-PCEMP,28017,protoform-4903-PCEMP,,PCEMP,,true,,,,
4903-PCMP,28017,protoform-4903-PCMP,,PCMP,,true,,,,
12709,33886,protoform-12709,1,PPh,,false,,,,
11489,33004,protoform-11489,1,PMP,,false,,,,
11489-PWMP,33004,protoform-11489-PWMP,,PWMP,,true,,,,
11489-PCEMP,33004,protoform-11489-PCEMP,,PCEMP,,true,,,,
11489-PCMP,33004,protoform-11489-PCMP,,PCMP,,true,,,,
4904,28018,protoform-4904,1,PWMP,,false,,,,
4906,28020,protoform-4906,1,PMP,,false,,,,
4906-PWMP,28020,protoform-4906-PWMP,,PWMP,,true,,,,
4906-PCEMP,28020,protoform-4906-PCEMP,,PCEMP,,true,,,,
4906-PCMP,28020,protoform-4906-PCMP,,PCMP,,true,,,,
4907,28021,protoform-4907,1,PWMP,,false,,*Riken,,8246
4925,28039,protoform-4925,1,PWMP,,false,,,,
4926,28040,protoform-4926,1,PWMP,,false,,"*diŋkit, ziŋkit",,
4908,28022,protoform-4908,1,PWMP,,false,*dukut₂,,8099,
4909,28023,protoform-4909,1,PWMP,,false,,,,
4910,28024,protoform-4910,1,PMP,,false,,,,
4910-PWMP,28024,protoform-4910-PWMP,,PWMP,,true,,,,
4910-PCEMP,28024,protoform-4910-PCEMP,,PCEMP,,true,,,,
4910-PCMP,28024,protoform-4910-PCMP,,PCMP,,true,,,,
4911,28025,protoform-4911,1,PMP,,false,,,,
4911-PWMP,28025,protoform-4911-PWMP,,PWMP,,true,,,,
4911-PCEMP,28025,protoform-4911-PCEMP,,PCEMP,,true,,,,
4911-PCMP,28025,protoform-4911-PCMP,,PCMP,,true,,,,
4912,28026,protoform-4912,1,PWMP,,false,,,,
12724,33898,protoform-12724,1,PMP,,false,,,,
12724-PWMP,33898,protoform-12724-PWMP,,PWMP,,true,,,,
12724-PCEMP,33898,protoform-12724-PCEMP,,PCEMP,,true,,,,
12724-PCMP,33898,protoform-12724-PCMP,,PCMP,,true,,,,
4918,28032,protoform-4918,1,PMP,,false,,,,
4918-PWMP,28032,protoform-4918-PWMP,,PWMP,,true,,,,
4918-PCEMP,28032,protoform-4918-PCEMP,,PCEMP,,true,,,,
4918-PCMP,28032,protoform-4918-PCMP,,PCMP,,true,,,,
4919,28033,protoform-4919,1,PWMP,,false,*beŋis₁ 'enraged',,1075,
4921,28035,protoform-4921,1,PWMP,,false,,*Ripak,,9450
11520,33031,protoform-11520,1,PWMP,,false,,,,
4913,28027,protoform-4913,1,PMP,,false,,,,
4913-PWMP,28027,protoform-4913-PWMP,,PWMP,,true,,,,
4913-PCEMP,28027,protoform-4913-PCEMP,,PCEMP,,true,,,,
4913-PCMP,28027,protoform-4913-PCMP,,PCMP,,true,,,,
4916,28030,protoform-4916,1,PWMP,,false,,,,
6653,29969,protoform-6653,1,PAN,,false,,,,
4923,28037,protoform-4923,1,PWMP,,false,,*Ri(n)tas,,
7677,30475,protoform-7677,1,POC,,false,,,,
7678,30475,protoform-7678,2,POC,,false,,,,
12673,33858,protoform-12673,1,POC,,false,,,,
12674,33858,protoform-12674,2,POC,,false,,,,
12556,33778,protoform-12556,1,POC,,false,,,,
12328,33589,protoform-12328,1,PPh,,false,,,,
4928,28042,protoform-4928,1,PWMP,,false,,,,
4948,28061,protoform-4948,1,PMP,,false,,,,
4948-PWMP,28061,protoform-4948-PWMP,,PWMP,,true,,,,
4948-PCEMP,28061,protoform-4948-PCEMP,,PCEMP,,true,,,,
4948-PCMP,28061,protoform-4948-PCMP,,PCMP,,true,,,,
4949,28062,protoform-4949,1,PMP,,false,,,,
4949-PWMP,28062,protoform-4949-PWMP,,PWMP,,true,,,,
4949-PCEMP,28062,protoform-4949-PCEMP,,PCEMP,,true,,,,
4949-PCMP,28062,protoform-4949-PCMP,,PCMP,,true,,,,
4929,28043,protoform-4929,1,PWMP,,false,,,,
4950,28063,protoform-4950,1,PWMP,,false,,,,
4931,28045,protoform-4931,1,PMP,,false,,,,
4931-PWMP,28045,protoform-4931-PWMP,,PWMP,,true,,,,
4931-PCEMP,28045,protoform-4931-PCEMP,,PCEMP,,true,,,,
4931-PCMP,28045,protoform-4931-PCMP,,PCMP,,true,,,,
4932,28046,protoform-4932,1,PWMP,,false,"*punpun 'assemble, gather'",,4046,
12329,33590,protoform-12329,1,PPh,,false,,,,
9083,31109,protoform-9083,1,PWMP,,false,,,,
4935,28049,protoform-4935,1,PWMP,,false,"*lupiC, *lupit  'press between two flat surfaces'",,11563,
4936,28050,protoform-4936,1,PMP,,false,,,,
4936-PWMP,28050,protoform-4936-PWMP,,PWMP,,true,,,,
4936-PCEMP,28050,protoform-4936-PCEMP,,PCEMP,,true,,,,
4936-PCMP,28050,protoform-4936-PCMP,,PCMP,,true,,,,
4937,28051,protoform-4937,1,PWMP,,false,,*ruqaR,,
7416,30372,protoform-7416,1,POC,,false,,,,
12573,33791,protoform-12573,1,POC,,false,,,,
12901,34047,protoform-12901,1,PPh,,false,,,,
4940,28053,protoform-4940,1,PWMP,,false,,,,
4941,28054,protoform-4941,1,PWMP,,false,,*lurus 'slip off',,3538
4942,28055,protoform-4942,1,PMP,,false,,,,
4942-PWMP,28055,protoform-4942-PWMP,,PWMP,,true,,,,
4942-PCEMP,28055,protoform-4942-PCEMP,,PCEMP,,true,,,,
4942-PCMP,28055,protoform-4942-PCMP,,PCMP,,true,,,,
4943,28056,protoform-4943,1,PMP,,false,,,,
4943-PWMP,28056,protoform-4943-PWMP,,PWMP,,true,,,,
4943-PCEMP,28056,protoform-4943-PCEMP,,PCEMP,,true,,,,
4943-PCMP,28056,protoform-4943-PCMP,,PCMP,,true,,,,
4946,28059,protoform-4946,1,PWMP,,false,,*Ruyuŋ,,4945
4805,27922,protoform-4805,1,PWMP,,false,,,,
11108,32696,protoform-11108,1,PPh,,false,,,,
4849,27964,protoform-4849,1,PWMP,,false,,*qa(m)bej,,4408
4808,27925,protoform-4808,1,PWMP,,false,,,,
4806,27923,protoform-4806,1,PAN,,false,,,,
9029,27923,protoform-9029,1,PMP,,false,,,,
7373,27923,protoform-7373,1,POC,,false,,,,
11082,27923,protoform-11082,2,PMP,,false,,,,
11083,27923,protoform-11083,2,POC,,false,,,,
7374,27923,protoform-7374,3,PMP,,false,,,,
7375,27923,protoform-7375,3,POC,,false,,,,
7376,27923,protoform-7376,4,PAN,,false,,,,
7377,27923,protoform-7377,5,PPh,,false,,,,
7378,27923,protoform-7378,6,PPh,,false,,,,
7379,27923,protoform-7379,7,PPh,,false,,,,
7380,27923,protoform-7380,8,PAN,,false,,,,
7381,27923,protoform-7381,9,PPh,,false,,,,
7382,27923,protoform-7382,10,PAN,,false,,,,
9029-PWMP,27923,protoform-9029-PWMP,,PWMP,,true,,,,
9029-PCEMP,27923,protoform-9029-PCEMP,,PCEMP,,true,,,,
9029-PCMP,27923,protoform-9029-PCMP,,PCMP,,true,,,,
9029-PEMP,27923,protoform-9029-PEMP,,PEMP,,true,,,,
9029-PSHWNG,27923,protoform-9029-PSHWNG,,PSHWNG,,true,,,,
11082-PWMP,27923,protoform-11082-PWMP,,PWMP,,true,,,,
11082-PCEMP,27923,protoform-11082-PCEMP,,PCEMP,,true,,,,
11082-PEMP,27923,protoform-11082-PEMP,,PEMP,,true,,,,
7374-PWMP,27923,protoform-7374-PWMP,,PWMP,,true,,,,
7374-PCEMP,27923,protoform-7374-PCEMP,,PCEMP,,true,,,,
7374-PEMP,27923,protoform-7374-PEMP,,PEMP,,true,,,,
7376-PMP,27923,protoform-7376-PMP,,PMP,,true,,,,
7376-PWMP,27923,protoform-7376-PWMP,,PWMP,,true,,,,
7382-PMP,27923,protoform-7382-PMP,,PMP,,true,,,,
7382-PWMP,27923,protoform-7382-PWMP,,PWMP,,true,,,,
7382-PCEMP,27923,protoform-7382-PCEMP,,PCEMP,,true,,,,
7382-PEMP,27923,protoform-7382-PEMP,,PEMP,,true,,,,
7382-POC,27923,protoform-7382-POC,,POC,,true,,,,
7190,30279,protoform-7190,1,PAN,,false,,,,
6530,29872,protoform-6530,1,PAN,,false,,,,
10682,29872,protoform-10682,1,PMP,,false,,,,
10683,29872,protoform-10683,1,POC,,false,,,,
10682-PWMP,29872,protoform-10682-PWMP,,PWMP,,true,,,,
10682-PCEMP,29872,protoform-10682-PCEMP,,PCEMP,,true,,,,
10682-PCMP,29872,protoform-10682-PCMP,,PCMP,,true,,,,
10682-PEMP,29872,protoform-10682-PEMP,,PEMP,,true,,,,
10682-PSHWNG,29872,protoform-10682-PSHWNG,,PSHWNG,,true,,,,
8677,30859,protoform-8677,1,PMP,,false,,,,
11910,30859,protoform-11910,1,POC,,false,,,,
8677-PWMP,30859,protoform-8677-PWMP,,PWMP,,true,,,,
8677-PCEMP,30859,protoform-8677-PCEMP,,PCEMP,,true,,,,
8677-PCMP,30859,protoform-8677-PCMP,,PCMP,,true,,,,
8677-PEMP,30859,protoform-8677-PEMP,,PEMP,,true,,,,
8683,30863,protoform-8683,1,PMP,,false,"*ambun 'dew, mist, fog'",,162,
12611,30863,protoform-12611,1,POC,,false,,,,
8684,30863,protoform-8684,2,PMP,,false,,,,
12612,30863,protoform-12612,2,POC,,false,,,,
8683-PWMP,30863,protoform-8683-PWMP,,PWMP,,true,,,,
8683-PCEMP,30863,protoform-8683-PCEMP,,PCEMP,,true,,,,
8683-PCMP,30863,protoform-8683-PCMP,,PCMP,,true,,,,
8683-PEMP,30863,protoform-8683-PEMP,,PEMP,,true,,,,
8684-PWMP,30863,protoform-8684-PWMP,,PWMP,,true,,,,
8684-PCEMP,30863,protoform-8684-PCEMP,,PCEMP,,true,,,,
8684-PEMP,30863,protoform-8684-PEMP,,PEMP,,true,,,,
7316,30337,protoform-7316,1,PAN,,false,,,,
7317,30337,protoform-7317,1,PMP,,false,,,,
7318,30337,protoform-7318,2,PWMP,,false,,,,
7319,30337,protoform-7319,3,PMP,,false,,,,
7320,30337,protoform-7320,4,PWMP,,false,,,,
7317-PWMP,30337,protoform-7317-PWMP,,PWMP,,true,,,,
7317-PCEMP,30337,protoform-7317-PCEMP,,PCEMP,,true,,,,
7317-PCMP,30337,protoform-7317-PCMP,,PCMP,,true,,,,
7317-PEMP,30337,protoform-7317-PEMP,,PEMP,,true,,,,
7317-POC,30337,protoform-7317-POC,,POC,,true,,,,
7319-PWMP,30337,protoform-7319-PWMP,,PWMP,,true,,,,
7319-PCEMP,30337,protoform-7319-PCEMP,,PCEMP,,true,,,,
7319-PEMP,30337,protoform-7319-PEMP,,PEMP,,true,,,,
7319-POC,30337,protoform-7319-POC,,POC,,true,,,,
4810,27927,protoform-4810,1,PMP,,false,,,,
4810-PWMP,27927,protoform-4810-PWMP,,PWMP,,true,,,,
4810-PCEMP,27927,protoform-4810-PCEMP,,PCEMP,,true,,,,
4810-PCMP,27927,protoform-4810-PCMP,,PCMP,,true,,,,
6879,30137,protoform-6879,1,PWMP,,false,,,,
6880,30137,protoform-6880,2,PWMP,,false,,,,
8157,30645,protoform-8157,1,PAN,,false,,,,
8158,30645,protoform-8158,2,PAN,,false,,,,
11164,32731,protoform-11164,1,PPh,,false,*Rakit,,8685,
10637,32333,protoform-10637,1,PWMP,,false,,,,
4859,27973,protoform-4859,1,PWMP,,false,,,,
8685,30864,protoform-8685,1,PMP,,false,,,,
8686,30864,protoform-8686,2,PWMP,,false,,,,
8687,30864,protoform-8687,3,PWMP,,false,,,,
8685-PWMP,30864,protoform-8685-PWMP,,PWMP,,true,,,,
8685-PCEMP,30864,protoform-8685-PCEMP,,PCEMP,,true,,,,
8685-PCMP,30864,protoform-8685-PCMP,,PCMP,,true,,,,
8685-PEMP,30864,protoform-8685-PEMP,,PEMP,,true,,,,
8685-PSHWNG,30864,protoform-8685-PSHWNG,,PSHWNG,,true,,,,
4815,27932,protoform-4815,1,PMP,,false,,,,
4815-PWMP,27932,protoform-4815-PWMP,,PWMP,,true,,,,
4815-PCEMP,27932,protoform-4815-PCEMP,,PCEMP,,true,,,,
4815-PCMP,27932,protoform-4815-PCMP,,PCMP,,true,,,,
4815-PEMP,27932,protoform-4815-PEMP,,PEMP,,true,,,,
4815-POC,27932,protoform-4815-POC,,POC,,true,,,,
4817,27934,protoform-4817,1,PWMP,,false,*Rambat,,11737,
11737,33229,protoform-11737,1,PWMP,,false,*Rambaŋ,,4817,
4818,27935,protoform-4818,1,PMP,,false,*Rumbia,,7959,
7958,27935,protoform-7958,1,POC,,false,,,,
4818-PWMP,27935,protoform-4818-PWMP,,PWMP,,true,,,,
4818-PCEMP,27935,protoform-4818-PCEMP,,PCEMP,,true,,,,
4818-PCMP,27935,protoform-4818-PCMP,,PCMP,,true,,,,
4818-PEMP,27935,protoform-4818-PEMP,,PEMP,,true,,,,
4818-PSHWNG,27935,protoform-4818-PSHWNG,,PSHWNG,,true,,,,
6594,29920,protoform-6594,1,PAN,,false,*RamiS,,6654,
4819,27936,protoform-4819,1,PAN,,false,*remas,,,
4819-PMP,27936,protoform-4819-PMP,,PMP,,true,,,,
4819-PWMP,27936,protoform-4819-PWMP,,PWMP,,true,,,,
4819-PCEMP,27936,protoform-4819-PCEMP,,PCEMP,,true,,,,
4819-PCMP,27936,protoform-4819-PCMP,,PCMP,,true,,,,
4819-PEMP,27936,protoform-4819-PEMP,,PEMP,,true,,,,
4819-PSHWNG,27936,protoform-4819-PSHWNG,,PSHWNG,,true,,,,
6654,29970,protoform-6654,1,PAN,,false,*RameC,,6594,
12144,33438,protoform-12144,1,PPh,,false,,,,
4821,27938,protoform-4821,1,PWMP,,false,,"*gampaŋ 'easy, frivolous'",,
4820,27937,protoform-4820,1,PWMP,,false,,,,
4822,27939,protoform-4822,1,PWMP,,false,,,,
8704,30879,protoform-8704,1,PMP,,false,,,,
10928,30879,protoform-10928,2,PWMP,,false,,,,
8704-PWMP,30879,protoform-8704-PWMP,,PWMP,,true,,,,
8704-PCEMP,30879,protoform-8704-PCEMP,,PCEMP,,true,,,,
8704-PCMP,30879,protoform-8704-PCMP,,PCMP,,true,,,,
8704-PEMP,30879,protoform-8704-PEMP,,PEMP,,true,,,,
8704-POC,30879,protoform-8704-POC,,POC,,true,,,,
12308,33571,protoform-12308,1,PPh,,false,,,,
11200,32761,protoform-11200,1,PWMP,,false,,,,
4823,27940,protoform-4823,1,PMP,,false,,,,
4823-PWMP,27940,protoform-4823-PWMP,,PWMP,,true,,,,
4823-PCEMP,27940,protoform-4823-PCEMP,,PCEMP,,true,,,,
4823-PCMP,27940,protoform-4823-PCMP,,PCMP,,true,,,,
4841,27956,protoform-4841,1,PMP,,false,,,,
4841-PWMP,27956,protoform-4841-PWMP,,PWMP,,true,,,,
4841-PCEMP,27956,protoform-4841-PCEMP,,PCEMP,,true,,,,
4841-PCMP,27956,protoform-4841-PCMP,,PCMP,,true,,,,
4842,27957,protoform-4842,1,PMP,,false,,"*Raŋak, *RaŋaR",,8637 8638
4842-PWMP,27957,protoform-4842-PWMP,,PWMP,,true,,,,
4842-PCEMP,27957,protoform-4842-PCEMP,,PCEMP,,true,,,,
4842-PCMP,27957,protoform-4842-PCMP,,PCMP,,true,,,,
4842-PEMP,27957,protoform-4842-PEMP,,PEMP,,true,,,,
4842-POC,27957,protoform-4842-POC,,POC,,true,,,,
8637,30831,protoform-8637,1,PMP,,false,,"*Raŋa, *RaŋaR",,4842 8638
8637-PWMP,30831,protoform-8637-PWMP,,PWMP,,true,,,,
8637-PCEMP,30831,protoform-8637-PCEMP,,PCEMP,,true,,,,
8637-PEMP,30831,protoform-8637-PEMP,,PEMP,,true,,,,
8637-POC,30831,protoform-8637-POC,,POC,,true,,,,
8638,30832,protoform-8638,1,PMP,,false,,"*Raŋa, *Raŋak",,4842 8637
8638-PWMP,30832,protoform-8638-PWMP,,PWMP,,true,,,,
8638-PCEMP,30832,protoform-8638-PCEMP,,PCEMP,,true,,,,
8638-PEMP,30832,protoform-8638-PEMP,,PEMP,,true,,,,
8638-POC,30832,protoform-8638-POC,,POC,,true,,,,
12356,33615,protoform-12356,1,PPh,,false,,,,
12617,33820,protoform-12617,1,PCEMP,,false,*Raŋu,,4854,
12617-PCMP,33820,protoform-12617-PCMP,,PCMP,,true,,,,
12617-PEMP,33820,protoform-12617-PEMP,,PEMP,,true,,,,
12617-PSHWNG,33820,protoform-12617-PSHWNG,,PSHWNG,,true,,,,
12617-POC,33820,protoform-12617-POC,,POC,,true,,,,
4844,27959,protoform-4844,1,PWMP,,false,,,,
4847,27962,protoform-4847,1,PWMP,,false,,,,
4848,27963,protoform-4848,1,PWMP,,false,,*aŋkub,,407
4854,27969,protoform-4854,1,PMP,,false,,,,
4855,27969,protoform-4855,2,PCEMP,,false,,,,
4854-PWMP,27969,protoform-4854-PWMP,,PWMP,,true,,,,
4854-PCEMP,27969,protoform-4854-PCEMP,,PCEMP,,true,,,,
4854-PCMP,27969,protoform-4854-PCMP,,PCMP,,true,,,,
4855-PCMP,27969,protoform-4855-PCMP,,PCMP,,true,,,,
4855-PEMP,27969,protoform-4855-PEMP,,PEMP,,true,,,,
4855-PSHWNG,27969,protoform-4855-PSHWNG,,PSHWNG,,true,,,,
4855-POC,27969,protoform-4855-POC,,POC,,true,,,,
4824,27941,protoform-4824,1,PWMP,,false,*Rapuq,,,
4825,27942,protoform-4825,1,PWMP,,false,*Rapiq,,4824,
12309,33572,protoform-12309,1,PPh,,false,,,,
11821,33292,protoform-11821,1,PMP,,false,,,,
11822,33292,protoform-11822,2,PWMP,,false,,,,
11823,33292,protoform-11823,3,PWMP,,false,,,,
11821-PWMP,33292,protoform-11821-PWMP,,PWMP,,true,,,,
11821-PCEMP,33292,protoform-11821-PCEMP,,PCEMP,,true,,,,
11821-PCMP,33292,protoform-11821-PCMP,,PCMP,,true,,,,
4826,27943,protoform-4826,1,PMP,,false,,,,
4827,27943,protoform-4827,2,PMP,,false,,,,
4826-PWMP,27943,protoform-4826-PWMP,,PWMP,,true,,,,
4826-PCEMP,27943,protoform-4826-PCEMP,,PCEMP,,true,,,,
4826-PCMP,27943,protoform-4826-PCMP,,PCMP,,true,,,,
4827-PWMP,27943,protoform-4827-PWMP,,PWMP,,true,,,,
4827-PCEMP,27943,protoform-4827-PCEMP,,PCEMP,,true,,,,
4827-PCMP,27943,protoform-4827-PCMP,,PCMP,,true,,,,
4827-PEMP,27943,protoform-4827-PEMP,,PEMP,,true,,,,
4827-PSHWNG,27943,protoform-4827-PSHWNG,,PSHWNG,,true,,,,
4828,27944,protoform-4828,1,PMP,,false,*raqup,,,
4828-PWMP,27944,protoform-4828-PWMP,,PWMP,,true,,,,
4828-PCEMP,27944,protoform-4828-PCEMP,,PCEMP,,true,,,,
4828-PCMP,27944,protoform-4828-PCMP,,PCMP,,true,,,,
4828-PEMP,27944,protoform-4828-PEMP,,PEMP,,true,,,,
4828-POC,27944,protoform-4828-POC,,POC,,true,,,,
12348,33608,protoform-12348,1,PPh,,false,,,,
12675,33859,protoform-12675,1,PPh,,false,,,,
6678,29989,protoform-6678,1,PAN,,false,,,,
6922,29989,protoform-6922,1,PMP,,false,,,,
6922-PWMP,29989,protoform-6922-PWMP,,PWMP,,true,,,,
4831,27946,protoform-4831,1,PMP,,false,*gateq,*Ratas,2479,
4831-PWMP,27946,protoform-4831-PWMP,,PWMP,,true,,,,
4831-PCEMP,27946,protoform-4831-PCEMP,,PCEMP,,true,,,,
4831-PEMP,27946,protoform-4831-PEMP,,PEMP,,true,,,,
4831-POC,27946,protoform-4831-POC,,POC,,true,,,,
4832,27947,protoform-4832,1,PMP,,false,*ra(n)tas,*Retas,4853,12659
4832-PWMP,27947,protoform-4832-PWMP,,PWMP,,true,,,,
4832-PCEMP,27947,protoform-4832-PCEMP,,PCEMP,,true,,,,
4832-PCMP,27947,protoform-4832-PCMP,,PCMP,,true,,,,
11970,33364,protoform-11970,1,PMP,,false,,,,
11970-PWMP,33364,protoform-11970-PWMP,,PWMP,,true,,,,
11970-PCEMP,33364,protoform-11970-PCEMP,,PCEMP,,true,,,,
11970-PEMP,33364,protoform-11970-PEMP,,PEMP,,true,,,,
11970-POC,33364,protoform-11970-POC,,POC,,true,,,,
12733,33905,protoform-12733,1,PAN,,false,*kauS,,11654,
12734,33905,protoform-12734,2,PAN,,false,,,,
4837,27952,protoform-4837,1,PWMP,,false,"*awaŋ, *lawaŋ",,358,
4838,27953,protoform-4838,1,PWMP,,false,,,,
7358,30358,protoform-7358,1,PAN,,false,,,,
7358-PMP,30358,protoform-7358-PMP,,PMP,,true,,,,
7358-PWMP,30358,protoform-7358-PWMP,,PWMP,,true,,,,
7358-PCEMP,30358,protoform-7358-PCEMP,,PCEMP,,true,,,,
7358-PCMP,30358,protoform-7358-PCMP,,PCMP,,true,,,,
