ID,Cognateset_ID,Form_ID,Subset,Proto_Language,Comment,Inferred,Doublet_Comment,Disjunct_Comment,Doublets,Disjuncts
11872,33336,protoform-11872,1,PPh,,false,,,,
11858,33320,protoform-11858,1,POC,,false,,,,
6719,30023,protoform-6719,1,POC,,false,,,,
12599,33806,protoform-12599,1,PMP,,false,,,,
12599-PWMP,33806,protoform-12599-PWMP,,PWMP,,true,,,,
12599-PCEMP,33806,protoform-12599-PCEMP,,PCEMP,,true,,,,
12599-PEMP,33806,protoform-12599-PEMP,,PEMP,,true,,,,
12599-POC,33806,protoform-12599-POC,,POC,,true,,,,
12542,33765,protoform-12542,1,POC,,false,,,,
6775,30071,protoform-6775,1,PCEMP,,false,,,,
6775-PCMP,30071,protoform-6775-PCMP,,PCMP,,true,,,,
6775-PEMP,30071,protoform-6775-PEMP,,PEMP,,true,,,,
6775-PSHWNG,30071,protoform-6775-PSHWNG,,PSHWNG,,true,,,,
6775-POC,30071,protoform-6775-POC,,POC,,true,,,,
11519,33030,protoform-11519,1,PMP,,false,,,,
11519-PWMP,33030,protoform-11519-PWMP,,PWMP,,true,,,,
11519-PCEMP,33030,protoform-11519-PCEMP,,PCEMP,,true,,,,
11519-PEMP,33030,protoform-11519-PEMP,,PEMP,,true,,,,
11519-POC,33030,protoform-11519-POC,,POC,,true,,,,
11854,33316,protoform-11854,1,PMP,,false,,,,
11854-PWMP,33316,protoform-11854-PWMP,,PWMP,,true,,,,
11854-PCEMP,33316,protoform-11854-PCEMP,,PCEMP,,true,,,,
11854-PCMP,33316,protoform-11854-PCMP,,PCMP,,true,,,,
8448,27096,protoform-8448,1,PMP,,false,,,,
3566,27096,protoform-3566,2,PMP,,false,,,,
8448-PWMP,27096,protoform-8448-PWMP,,PWMP,,true,,,,
8448-PCEMP,27096,protoform-8448-PCEMP,,PCEMP,,true,,,,
8448-PCMP,27096,protoform-8448-PCMP,,PCMP,,true,,,,
3566-PWMP,27096,protoform-3566-PWMP,,PWMP,,true,,,,
3566-PCEMP,27096,protoform-3566-PCEMP,,PCEMP,,true,,,,
3566-PEMP,27096,protoform-3566-PEMP,,PEMP,,true,,,,
3566-POC,27096,protoform-3566-POC,,POC,,true,,,,
6773,30070,protoform-6773,1,PCEMP,,false,,,,
6774,30070,protoform-6774,2,POC,,false,,,,
6773-PCMP,30070,protoform-6773-PCMP,,PCMP,,true,,,,
6773-PEMP,30070,protoform-6773-PEMP,,PEMP,,true,,,,
6773-PSHWNG,30070,protoform-6773-PSHWNG,,PSHWNG,,true,,,,
6773-POC,30070,protoform-6773-POC,,POC,,true,,,,
3563,27094,protoform-3563,1,PAN,,false,,,,
3563-PMP,27094,protoform-3563-PMP,,PMP,,true,,,,
3563-PWMP,27094,protoform-3563-PWMP,,PWMP,,true,,,,
3564,27095,protoform-3564,1,PMP,,false,,,,
3564-PWMP,27095,protoform-3564-PWMP,,PWMP,,true,,,,
3564-PCEMP,27095,protoform-3564-PCEMP,,PCEMP,,true,,,,
3564-PCMP,27095,protoform-3564-PCMP,,PCMP,,true,,,,
6734,30036,protoform-6734,1,POC,,false,,,,
12543,33766,protoform-12543,1,PCEMP,,false,,,,
12543-PCMP,33766,protoform-12543-PCMP,,PCMP,,true,,,,
12543-PEMP,33766,protoform-12543-PEMP,,PEMP,,true,,,,
12543-POC,33766,protoform-12543-POC,,POC,,true,,,,
7032,30202,protoform-7032,1,PEMP,,false,,,,
7033,30202,protoform-7033,2,POC,,false,,,,
7034,30202,protoform-7034,3,POC,,false,,,,
7032-PSHWNG,30202,protoform-7032-PSHWNG,,PSHWNG,,true,,,,
7032-POC,30202,protoform-7032-POC,,POC,,true,,,,
8745,30906,protoform-8745,1,PAN,,false,,,,
8746,30906,protoform-8746,1,PMP,,false,,,,
8747,30906,protoform-8747,1,POC,,false,,,,
8746-PWMP,30906,protoform-8746-PWMP,,PWMP,,true,,,,
8746-PCEMP,30906,protoform-8746-PCEMP,,PCEMP,,true,,,,
8746-PCMP,30906,protoform-8746-PCMP,,PCMP,,true,,,,
8746-PEMP,30906,protoform-8746-PEMP,,PEMP,,true,,,,
8746-PSHWNG,30906,protoform-8746-PSHWNG,,PSHWNG,,true,,,,
8748,30907,protoform-8748,1,PMP,,false,,,,
8749,30907,protoform-8749,2,PWMP,,false,,,,
8748-PWMP,30907,protoform-8748-PWMP,,PWMP,,true,,,,
8748-PCEMP,30907,protoform-8748-PCEMP,,PCEMP,,true,,,,
8748-PCMP,30907,protoform-8748-PCMP,,PCMP,,true,,,,
8748-PEMP,30907,protoform-8748-PEMP,,PEMP,,true,,,,
8748-PSHWNG,30907,protoform-8748-PSHWNG,,PSHWNG,,true,,,,
8748-POC,30907,protoform-8748-POC,,POC,,true,,,,
12544,33767,protoform-12544,1,POC,,false,,,,
3567,27097,protoform-3567,1,PMP,,false,,,,
3567-PWMP,27097,protoform-3567-PWMP,,PWMP,,true,,,,
3567-PCEMP,27097,protoform-3567-PCEMP,,PCEMP,,true,,,,
3567-PCMP,27097,protoform-3567-PCMP,,PCMP,,true,,,,
3567-PEMP,27097,protoform-3567-PEMP,,PEMP,,true,,,,
3567-PSHWNG,27097,protoform-3567-PSHWNG,,PSHWNG,,true,,,,
3567-POC,27097,protoform-3567-POC,,POC,,true,,,,
12570,33788,protoform-12570,1,POC,,false,,,,
3568,27098,protoform-3568,1,PMP,,false,,,,
3568-PWMP,27098,protoform-3568-PWMP,,PWMP,,true,,,,
3568-PCEMP,27098,protoform-3568-PCEMP,,PCEMP,,true,,,,
3568-PCMP,27098,protoform-3568-PCMP,,PCMP,,true,,,,
11963,33359,protoform-11963,1,PPh,,false,,,,
8772,30924,protoform-8772,1,POC,,false,,,,
3569,27099,protoform-3569,1,PWMP,,false,,*maña,,7660
7673,30473,protoform-7673,1,POC,,false,,,,
7674,30473,protoform-7674,2,POC,,false,,,,
8192,30667,protoform-8192,1,POC,,false,,,,
6786,30078,protoform-6786,1,PCEMP,,false,*mansər,,11990,
6787,30078,protoform-6787,1,POC,,false,,,,
6786-PCMP,30078,protoform-6786-PCMP,,PCMP,,true,,,,
6786-PEMP,30078,protoform-6786-PEMP,,PEMP,,true,,,,
11990,33166,protoform-11990,1,PCEMP,,false,*mansar,,6786,
11991,33166,protoform-11991,2,POC,,false,,,,
11990-PCMP,33166,protoform-11990-PCMP,,PCMP,,true,,,,
3570,27100,protoform-3570,1,PMP,,false,*talaq,,,
3570-PWMP,27100,protoform-3570-PWMP,,PWMP,,true,,,,
3570-PCEMP,27100,protoform-3570-PCEMP,,PCEMP,,true,,,,
3570-PEMP,27100,protoform-3570-PEMP,,PEMP,,true,,,,
3570-POC,27100,protoform-3570-POC,,POC,,true,,,,
3571,27101,protoform-3571,1,PAN,,false,,,,
3571-PMP,27101,protoform-3571-PMP,,PMP,,true,,,,
3571-PWMP,27101,protoform-3571-PWMP,,PWMP,,true,,,,
6948,30165,protoform-6948,1,PAN,,false,,,,
6949,30165,protoform-6949,1,PMP,,false,,,,
6950,30165,protoform-6950,1,POC,Also [Gitua](LanguageTable#cldf:270) _manum_ ‘bird’.,false,,,,
6951,30165,protoform-6951,2,PMP,,false,,,,
6952,30165,protoform-6952,3,POC,"Also [Isneg](LanguageTable#cldf:647) _anúʔ_ ‘the barnyard fowl or chicken’, _an-anúʔ_ ‘a general name for birds’, [Malay](LanguageTable#cldf:326) _manok-manok_ ‘a tree: sp. unident.’, [Karo Batak](LanguageTable#cldf:18314) _anuk-anuk_ ‘bird (generic)’, ['Āre'āre](LanguageTable#cldf:18004) _mānu_ ‘bird, insect, said of anything that flies’.  This semantic history of this form is discussed in [Blust (2002)](Source#cldf:blust2002), where it is noted that [PMP](LanguageTable#cldf:PMP) &ast;_manuk_ clearly meant ‘chicken’, and the generic term for ‘bird’ was formed from it by reduplication as &ast;_manuk-manuk_, or possibly &ast;_manu-manuk_.  In [Proto-Oceanic](LanguageTable#cldf:19082), however, &ast;_manuk_ had already shifted its sense from ‘chicken’ to ‘bird’, and the reduplicated form came to mean ‘insect, small flying creatures other than birds’.  Whether the [Basai](LanguageTable#cldf:19171) and [Trobiawan](LanguageTable#cldf:19209) terms in Taiwan are native or loans from a Philippine source during the Spanish occupation of northern Taiwan from 1626 to 1642 remains an open question, although the fact that they mean ‘bird’, while nearly all unreduplicated forms in Philippine languages mean ‘chicken’ supports the view that they are native, and that &ast;_manuk_ can thus be assigned to [PAn](LanguageTable#cldf:PAN), presumably in the meaning ‘chicken’ (next to &ast;_qayam_ ‘bird’).",false,,,,
6953,30165,protoform-6953,4,PWMP,Given its modern implications this form probably is a product of independent development.,false,,,,
6954,30165,protoform-6954,5,PWMP,,false,,,,
6955,30165,protoform-6955,6,PPh,"An affixed form &ast;_manuk-en_ can be posited for [Proto-Philippines](LanguageTable#cldf:19083), but it is unclear what this word meant.  Reflexes in [Ilokano](LanguageTable#cldf:279), [Tagalog](LanguageTable#cldf:423)  and [Tausug](LanguageTable#cldf:18831)  evidently derive from the sponsorship and betting that typically take place in cockfighting, but the antiquity of cockfighting in the Austronesian world remains uncertain ([Blust 2002:96-98](Source#cldf:blust2002)).  Reflexes in [Casiguran Dumagat](LanguageTable#cldf:569)  and [Ibaloy](LanguageTable#cldf:19182) suggest what is perhaps an older meaning, namely the taking of omens from the flight of birds or examination of the entrails of chickens.  The meaning ‘crosseyed’, which is shared by [Bikol](LanguageTable#cldf:244) and [Maranao](LanguageTable#cldf:331) is distinct from either of these, but is not sufficiently widely attested to attribute to [Proto-Philippines](LanguageTable#cldf:19083).",false,,,,
6949-PWMP,30165,protoform-6949-PWMP,,PWMP,,true,,,,
6949-PCEMP,30165,protoform-6949-PCEMP,,PCEMP,,true,,,,
6949-PCMP,30165,protoform-6949-PCMP,,PCMP,,true,,,,
6949-PEMP,30165,protoform-6949-PEMP,,PEMP,,true,,,,
6949-PSHWNG,30165,protoform-6949-PSHWNG,,PSHWNG,,true,,,,
6951-PWMP,30165,protoform-6951-PWMP,,PWMP,,true,,,,
6951-PCEMP,30165,protoform-6951-PCEMP,,PCEMP,,true,,,,
6951-PEMP,30165,protoform-6951-PEMP,,PEMP,,true,,,,
6951-PSHWNG,30165,protoform-6951-PSHWNG,,PSHWNG,,true,,,,
12545,33768,protoform-12545,1,POC,,false,,,,
7296,30325,protoform-7296,1,PAN,,false,,,,
7660,30466,protoform-7660,1,PWMP,,false,,*mana₁,,3569
6668,29981,protoform-6668,1,PMP,,false,,,,
6668-PWMP,29981,protoform-6668-PWMP,,PWMP,,true,,,,
6668-PCEMP,29981,protoform-6668-PCEMP,,PCEMP,,true,,,,
6668-PEMP,29981,protoform-6668-PEMP,,PEMP,,true,,,,
6668-POC,29981,protoform-6668-POC,,POC,,true,,,,
12546,33769,protoform-12546,1,POC,,false,*saŋa,,,
3575,27105,protoform-3575,1,PWMP,,false,,,,
3577,27107,protoform-3577,1,PMP,,false,,,,
3577-PWMP,27107,protoform-3577-PWMP,,PWMP,,true,,,,
3577-PCEMP,27107,protoform-3577-PCEMP,,PCEMP,,true,,,,
3577-PEMP,27107,protoform-3577-PEMP,,PEMP,,true,,,,
3577-POC,27107,protoform-3577-POC,,POC,,true,,,,
11777,33257,protoform-11777,1,PPh,,false,,,,
12860,34012,protoform-12860,1,POC,,false,,,,
3578,27108,protoform-3578,1,PWMP,,false,,,,
3579,27109,protoform-3579,1,PMP,,false,,,,
3579-PWMP,27109,protoform-3579-PWMP,,PWMP,,true,,,,
3579-PCEMP,27109,protoform-3579-PCEMP,,PCEMP,,true,,,,
3579-PEMP,27109,protoform-3579-PEMP,,PEMP,,true,,,,
3579-POC,27109,protoform-3579-POC,,POC,,true,,,,
10175,31956,protoform-10175,1,PMP,,false,,,,
10175-PWMP,31956,protoform-10175-PWMP,,PWMP,,true,,,,
10175-PCEMP,31956,protoform-10175-PCEMP,,PCEMP,,true,,,,
10175-PEMP,31956,protoform-10175-PEMP,,PEMP,,true,,,,
10175-POC,31956,protoform-10175-POC,,POC,,true,,,,
11698,33196,protoform-11698,1,POC,,false,,,,
11359,32898,protoform-11359,1,POC,,false,,,,
12571,33789,protoform-12571,1,PMP,,false,*mwapo,,10813,
12571-PWMP,33789,protoform-12571-PWMP,,PWMP,,true,,,,
12571-PCEMP,33789,protoform-12571-PCEMP,,PCEMP,,true,,,,
12571-PEMP,33789,protoform-12571-PEMP,,PEMP,,true,,,,
12571-POC,33789,protoform-12571-POC,,POC,,true,,,,
12572,33790,protoform-12572,1,PMP,,false,,,,
12572-PCEMP,33790,protoform-12572-PCEMP,,PCEMP,,true,,,,
12572-PCMP,33790,protoform-12572-PCMP,,PCMP,,true,,,,
12572-PEMP,33790,protoform-12572-PEMP,,PEMP,,true,,,,
12572-POC,33790,protoform-12572-POC,,POC,,true,,,,
12040,33393,protoform-12040,1,POC,,false,,,,
6587,29914,protoform-6587,1,PAN,,false,,,,
12041,33394,protoform-12041,1,POC,,false,,,,
12127,33423,protoform-12127,1,POC,,false,,,,
10163,31946,protoform-10163,1,PPh,,false,,,,
12720,33894,protoform-12720,1,POC,,false,,,,
12606,33813,protoform-12606,1,POC,,false,,,,
12600,33807,protoform-12600,1,POC,,false,*sedu,,5134,
12547,33770,protoform-12547,1,POC,,false,,,,
7742,30513,protoform-7742,1,PCMP,,false,,,,
8335,30729,protoform-8335,1,POC,,false,*besuR,,1011,
3572,27102,protoform-3572,1,PAN,,false,"*a₂, *may",,379,
3572-PMP,27102,protoform-3572-PMP,,PMP,,true,,,,
3572-PCEMP,27102,protoform-3572-PCEMP,,PCEMP,,true,,,,
3572-PCMP,27102,protoform-3572-PCMP,,PCMP,,true,,,,
3572-PEMP,27102,protoform-3572-PEMP,,PEMP,,true,,,,
3572-PSHWNG,27102,protoform-3572-PSHWNG,,PSHWNG,,true,,,,
3572-POC,27102,protoform-3572-POC,,POC,,true,,,,
11157,32724,protoform-11157,1,PPh,,false,,,,
12583,33795,protoform-12583,1,POC,,false,,,,
11867,33329,protoform-11867,1,POC,,false,,,,
3573,27103,protoform-3573,1,PCEMP,,false,,,,
3573-PCMP,27103,protoform-3573-PCMP,,PCMP,,true,,,,
3573-PEMP,27103,protoform-3573-PEMP,,PEMP,,true,,,,
3573-POC,27103,protoform-3573-POC,,POC,,true,,,,
6861,30128,protoform-6861,1,PAN,,false,,,,
6862,30128,protoform-6862,2,PAN,,false,,,,
6864,30128,protoform-6864,3,PMP,,false,,,,
6863,30128,protoform-6863,4,PWMP,,false,,,,
6865,30128,protoform-6865,5,PWMP,,false,,,,
6866,30128,protoform-6866,6,PWMP,,false,,,,
6861-PMP,30128,protoform-6861-PMP,,PMP,,true,,,,
6861-PWMP,30128,protoform-6861-PWMP,,PWMP,,true,,,,
6861-PCEMP,30128,protoform-6861-PCEMP,,PCEMP,,true,,,,
6861-PCMP,30128,protoform-6861-PCMP,,PCMP,,true,,,,
6864-PWMP,30128,protoform-6864-PWMP,,PWMP,,true,,,,
6864-PCEMP,30128,protoform-6864-PCEMP,,PCEMP,,true,,,,
6864-PCMP,30128,protoform-6864-PCMP,,PCMP,,true,,,,
8922,31003,protoform-8922,1,PCEMP,,false,,,,
8922-PEMP,31003,protoform-8922-PEMP,,PEMP,,true,,,,
8922-PSHWNG,31003,protoform-8922-PSHWNG,,PSHWNG,,true,,,,
8922-POC,31003,protoform-8922-POC,,POC,,true,,,,
6960,30170,protoform-6960,1,PEMP,,false,,,,
6960-PSHWNG,30170,protoform-6960-PSHWNG,,PSHWNG,,true,,,,
6960-POC,30170,protoform-6960-POC,,POC,,true,,,,
6777,30072,protoform-6777,1,PCEMP,,false,,,,
6778,30072,protoform-6778,1,POC,,false,,,,
6777-PCMP,30072,protoform-6777-PCMP,,PCMP,,true,,,,
6777-PEMP,30072,protoform-6777-PEMP,,PEMP,,true,,,,
11873,33337,protoform-11873,1,PPh,,false,,,,
11874,33338,protoform-11874,1,PWMP,,false,,,,
12548,33771,protoform-12548,1,PMP,,false,,,,
12549,33771,protoform-12549,2,POC,,false,,,,
12548-PWMP,33771,protoform-12548-PWMP,,PWMP,,true,,,,
10103,31896,protoform-10103,1,PAN,,false,,,,
10104,31896,protoform-10104,2,PAN,,false,,,,
10105,31896,protoform-10105,3,PWMP,,false,,,,
11715,33211,protoform-11715,1,PAN,,false,,,,
11715-PMP,33211,protoform-11715-PMP,,PMP,,true,,,,
11715-PWMP,33211,protoform-11715-PWMP,,PWMP,,true,,,,
3581,27111,protoform-3581,1,PWMP,,false,,,,
3582,27112,protoform-3582,1,PMP,,false,,,,
3582-PWMP,27112,protoform-3582-PWMP,,PWMP,,true,,,,
3582-PCEMP,27112,protoform-3582-PCEMP,,PCEMP,,true,,,,
3582-PEMP,27112,protoform-3582-PEMP,,PEMP,,true,,,,
3582-PSHWNG,27112,protoform-3582-PSHWNG,,PSHWNG,,true,,,,
3582-POC,27112,protoform-3582-POC,,POC,,true,,,,
12778,33941,protoform-12778,1,POC,,false,,,,
6846,30117,protoform-6846,1,PMP,,false,*miñak,,6849,
6847,30117,protoform-6847,1,POC,,false,,,,
6848,30117,protoform-6848,2,POC,,false,,,,
6846-PWMP,30117,protoform-6846-PWMP,,PWMP,,true,,,,
6846-PCEMP,30117,protoform-6846-PCEMP,,PCEMP,,true,,,,
6846-PEMP,30117,protoform-6846-PEMP,,PEMP,,true,,,,
6846-PSHWNG,30117,protoform-6846-PSHWNG,,PSHWNG,,true,,,,
3583,27113,protoform-3583,1,PMP,,false,,,,
3583-PWMP,27113,protoform-3583-PWMP,,PWMP,,true,,,,
3583-PCEMP,27113,protoform-3583-PCEMP,,PCEMP,,true,,,,
3583-PCMP,27113,protoform-3583-PCMP,,PCMP,,true,,,,
3584,27114,protoform-3584,1,PAN,,false,*pespes₁,,,
12591,27114,protoform-12591,1,POC,,false,,,,
3584-PMP,27114,protoform-3584-PMP,,PMP,,true,,,,
3584-PWMP,27114,protoform-3584-PWMP,,PWMP,,true,,,,
3584-PCEMP,27114,protoform-3584-PCEMP,,PCEMP,,true,,,,
3584-PEMP,27114,protoform-3584-PEMP,,PEMP,,true,,,,
3585,27115,protoform-3585,1,PMP,,false,,,,
3585-PWMP,27115,protoform-3585-PWMP,,PWMP,,true,,,,
3585-PCEMP,27115,protoform-3585-PCEMP,,PCEMP,,true,,,,
3585-PCMP,27115,protoform-3585-PCMP,,PCMP,,true,,,,
12729,33901,protoform-12729,1,PAN,,false,*mesmes,,3584,
12729-PMP,33901,protoform-12729-PMP,,PMP,,true,,,,
12729-PWMP,33901,protoform-12729-PWMP,,PWMP,,true,,,,
10846,32506,protoform-10846,1,PAN,,false,,,,
11859,33321,protoform-11859,1,PPh,,false,,*mekmek,,3582
11843,33306,protoform-11843,1,PMP,,false,,,,
11843-PWMP,33306,protoform-11843-PWMP,,PWMP,,true,,,,
11843-PCEMP,33306,protoform-11843-PCEMP,,PCEMP,,true,,,,
11843-PEMP,33306,protoform-11843-PEMP,,PEMP,,true,,,,
11843-POC,33306,protoform-11843-POC,,POC,,true,,,,
11844,33307,protoform-11844,1,PMP,,false,,,,
11844-PWMP,33307,protoform-11844-PWMP,,PWMP,,true,,,,
11844-PCEMP,33307,protoform-11844-PCEMP,,PCEMP,,true,,,,
11844-PCMP,33307,protoform-11844-PCMP,,PCMP,,true,,,,
11845,33308,protoform-11845,1,PPh,,false,,,,
3586,27116,protoform-3586,1,PMP,,false,"*naŋa₁, *binaŋa",,3658 1188,
3586-PWMP,27116,protoform-3586-PWMP,,PWMP,,true,,,,
3586-PCEMP,27116,protoform-3586-PCEMP,,PCEMP,,true,,,,
3586-PCMP,27116,protoform-3586-PCMP,,PCMP,,true,,,,
11964,33360,protoform-11964,1,PPh,,false,*pinsan 'first cousin',,11174,
6849,30118,protoform-6849,1,PMP,,false,*meñak,,6846,
6849-PWMP,30118,protoform-6849-PWMP,,PWMP,,true,,,,
6849-PCEMP,30118,protoform-6849-PCEMP,,PCEMP,,true,,,,
6849-PCMP,30118,protoform-6849-PCMP,,PCMP,,true,,,,
6849-PEMP,30118,protoform-6849-PEMP,,PEMP,,true,,,,
6849-POC,30118,protoform-6849-POC,,POC,,true,,,,
8863,30969,protoform-8863,1,PMP,,false,,,,
8863-PWMP,30969,protoform-8863-PWMP,,PWMP,,true,,,,
8863-PCEMP,30969,protoform-8863-PCEMP,,PCEMP,,true,,,,
8863-PCMP,30969,protoform-8863-PCMP,,PCMP,,true,,,,
3587,27117,protoform-3587,1,PMP,,false,*miRmiR,,,
10456,27117,protoform-10456,1,POC,,false,,,,
3587-PWMP,27117,protoform-3587-PWMP,,PWMP,,true,,,,
3587-PCEMP,27117,protoform-3587-PCEMP,,PCEMP,,true,,,,
3587-PEMP,27117,protoform-3587-PEMP,,PEMP,,true,,,,
6669,29982,protoform-6669,1,POC,,false,*miti,,6671,
6670,29982,protoform-6670,2,POC,,false,*miti-miti,,6672,
3588,27118,protoform-3588,1,PMP,,false,,,,
3588-PWMP,27118,protoform-3588-PWMP,,PWMP,,true,,,,
3588-PCEMP,27118,protoform-3588-PCEMP,,PCEMP,,true,,,,
3588-PEMP,27118,protoform-3588-PEMP,,PEMP,,true,,,,
3588-POC,27118,protoform-3588-POC,,POC,,true,,,,
3589,27119,protoform-3589,1,PWMP,,false,,,,
11846,33309,protoform-11846,1,PMP,,false,,,,
11846-PWMP,33309,protoform-11846-PWMP,,PWMP,,true,,,,
11846-PCEMP,33309,protoform-11846-PCEMP,,PCEMP,,true,,,,
11846-PCMP,33309,protoform-11846-PCMP,,PCMP,,true,,,,
6671,29983,protoform-6671,1,POC,,false,*misi,,6669,
6672,29983,protoform-6672,2,POC,,false,*misi-misi,,6670,
6961,30171,protoform-6961,1,PEMP,,false,,,,
6961-PSHWNG,30171,protoform-6961-PSHWNG,,PSHWNG,,true,,,,
6961-POC,30171,protoform-6961-POC,,POC,,true,,,,
10226,32002,protoform-10226,1,POC,,false,,,,
6673,29984,protoform-6673,1,POC,,false,,,,
7824,30540,protoform-7824,1,POC,,false,,,,
6850,30119,protoform-6850,1,POC,,false,,,,
6813,30094,protoform-6813,1,POC,,false,,,,
6617,29937,protoform-6617,1,POC,,false,,,,
12042,33395,protoform-12042,1,POC,,false,,,,
11876,33340,protoform-11876,1,PMP,,false,,,,
11876-PWMP,33340,protoform-11876-PWMP,,PWMP,,true,,,,
11876-PCEMP,33340,protoform-11876-PCEMP,,PCEMP,,true,,,,
11876-PCMP,33340,protoform-11876-PCMP,,PCMP,,true,,,,
11876-PEMP,33340,protoform-11876-PEMP,,PEMP,,true,,,,
11876-POC,33340,protoform-11876-POC,,POC,,true,,,,
8789,30932,protoform-8789,1,PAN,,false,,,,
8789-PMP,30932,protoform-8789-PMP,,PMP,,true,,,,
8789-PWMP,30932,protoform-8789-PWMP,,PWMP,,true,,,,
3638,27168,protoform-3638,1,PWMP,,false,,,,
7657,30465,protoform-7657,1,PMP,,false,*ŋuda,,6091,
7658,30465,protoform-7658,1,POC,,false,,,,
7657-PWMP,30465,protoform-7657-PWMP,,PWMP,,true,,,,
7657-PCEMP,30465,protoform-7657-PCEMP,,PCEMP,,true,,,,
7657-PCMP,30465,protoform-7657-PCMP,,PCMP,,true,,,,
7657-PEMP,30465,protoform-7657-PEMP,,PEMP,,true,,,,
12796,33956,protoform-12796,1,PAN,,false,"*muda, *ŋuda",,7657 6091,
12796-PMP,33956,protoform-12796-PMP,,PMP,,true,,,,
12796-PWMP,33956,protoform-12796-PWMP,,PWMP,,true,,,,
11875,33339,protoform-11875,1,PPh,,false,,,,
11620,33128,protoform-11620,1,PPh,,false,,,,
7282,30318,protoform-7282,1,PAN,,false,,,,
7283,30318,protoform-7283,2,PAN,,false,,,,
7282-PMP,30318,protoform-7282-PMP,,PMP,,true,,,,
7282-PWMP,30318,protoform-7282-PWMP,,PWMP,,true,,,,
7283-PMP,30318,protoform-7283-PMP,,PMP,,true,,,,
7283-PWMP,30318,protoform-7283-PWMP,,PWMP,,true,,,,
3629,27159,protoform-3629,1,PMP,,false,,,,
3629-PWMP,27159,protoform-3629-PWMP,,PWMP,,true,,,,
3629-PCEMP,27159,protoform-3629-PCEMP,,PCEMP,,true,,,,
3629-PCMP,27159,protoform-3629-PCMP,,PCMP,,true,,,,
11968,27162,protoform-11968,1,PWMP,,false,*muhmuh,,11620,
12517,33756,protoform-12517,1,POC,,false,,,,
3630,27160,protoform-3630,1,PAN,,false,,,,
3630-PMP,27160,protoform-3630-PMP,,PMP,,true,,,,
3630-PWMP,27160,protoform-3630-PWMP,,PWMP,,true,,,,
3630-PCEMP,27160,protoform-3630-PCEMP,,PCEMP,,true,,,,
3630-PCMP,27160,protoform-3630-PCMP,,PCMP,,true,,,,
3631,27161,protoform-3631,1,PAN,,false,,,,
3631-PMP,27161,protoform-3631-PMP,,PMP,,true,,,,
3631-PWMP,27161,protoform-3631-PWMP,,PWMP,,true,,,,
3631-PCEMP,27161,protoform-3631-PCEMP,,PCEMP,,true,,,,
3631-PCMP,27161,protoform-3631-PCMP,,PCMP,,true,,,,
11877,33341,protoform-11877,1,PPh,,false,,,,
7187,30276,protoform-7187,1,PAN,,false,,,,
11054,32654,protoform-11054,1,POC,,false,"*buni₂, *sambuni, *tabuni₂",,1656 11061 11062,
6751,30051,protoform-6751,1,POC,,false,,,,
3633,27163,protoform-3633,1,PMP,,false,,,,
3633-PWMP,27163,protoform-3633-PWMP,,PWMP,,true,,,,
3633-PCEMP,27163,protoform-3633-PCEMP,,PCEMP,,true,,,,
3633-PCMP,27163,protoform-3633-PCMP,,PCMP,,true,,,,
9575,31463,protoform-9575,1,PWMP,,false,,,,
11778,33258,protoform-11778,1,POC,,false,,,,
11969,33363,protoform-11969,1,PWMP,,false,*mukmuk,*muhmuh,11968,11620
3634,27164,protoform-3634,1,PMP,,false,,,,
3634-PWMP,27164,protoform-3634-PWMP,,PWMP,,true,,,,
3634-PCEMP,27164,protoform-3634-PCEMP,,PCEMP,,true,,,,
3634-PEMP,27164,protoform-3634-PEMP,,PEMP,,true,,,,
3634-POC,27164,protoform-3634-POC,,POC,,true,,,,
12550,33772,protoform-12550,1,POC,,false,*ma-udehi,,5730,
3635,27165,protoform-3635,1,PAN,,false,,,,
10176,27165,protoform-10176,2,PWMP,,false,,,,
3635-PMP,27165,protoform-3635-PMP,,PMP,,true,,,,
3635-PWMP,27165,protoform-3635-PWMP,,PWMP,,true,,,,
3635-PCEMP,27165,protoform-3635-PCEMP,,PCEMP,,true,,,,
3635-PCMP,27165,protoform-3635-PCMP,,PCMP,,true,,,,
9052,31086,protoform-9052,1,PMP,,false,,,,
9052-PWMP,31086,protoform-9052-PWMP,,PWMP,,true,,,,
9052-PCEMP,31086,protoform-9052-PCEMP,,PCEMP,,true,,,,
9052-PCMP,31086,protoform-9052-PCMP,,PCMP,,true,,,,
3636,27166,protoform-3636,1,PWMP,,false,,,,
3637,27167,protoform-3637,1,PMP,,false,,,,
3637-PWMP,27167,protoform-3637-PWMP,,PWMP,,true,,,,
3637-PCEMP,27167,protoform-3637-PCEMP,,PCEMP,,true,,,,
3637-PEMP,27167,protoform-3637-PEMP,,PEMP,,true,,,,
3637-POC,27167,protoform-3637-POC,,POC,,true,,,,
7405,30366,protoform-7405,1,PEMP,,false,,,,
7405-PSHWNG,30366,protoform-7405-PSHWNG,,PSHWNG,,true,,,,
7405-POC,30366,protoform-7405-POC,,POC,,true,,,,
12043,33396,protoform-12043,1,POC,,false,,,,
7049,30207,protoform-7049,1,POC,,false,,,,
12044,33397,protoform-12044,1,POC,,false,,,,
6851,30120,protoform-6851,1,POC,,false,,,,
12907,34053,protoform-12907,1,POC,,false,,,,
10813,32476,protoform-10813,1,POC,,false,*mapu₁,,12571,
11878,33342,protoform-11878,1,POC,,false,,,,
12906,34052,protoform-12906,1,POC,,false,,,,
